type;date;period1;period2;maturity;calendarCountry;businessDayConvention,;terminationDateBusinessDayConvention;dateGeneration;price;currency2
irs;16-04-01;12;3;36;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00128;-
irs;16-04-01;12;3;48;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00055;-
irs;16-04-01;12;3;60;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0027;-
irs;16-04-01;12;3;72;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00482;-
irs;16-04-01;12;3;84;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0067;-
irs;16-04-01;12;3;96;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0084;-
irs;16-04-01;12;3;108;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00984;-
irs;16-04-01;12;3;120;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01105;-
irs;16-04-01;12;3;144;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01322;-
irs;16-04-01;12;3;180;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01552;-
irs;16-04-01;12;3;240;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01785;-
irs;16-04-01;12;3;300;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,019725;-
irs;16-04-01;12;3;360;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0197;-
ccs;16-04-01;3;3;12;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,001175;SEK
ccs;16-04-01;3;3;24;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,001925;SEK
ccs;16-04-01;3;3;36;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,00255;SEK
ccs;16-04-01;3;3;48;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0032;SEK
ccs;16-04-01;3;3;60;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0038;SEK
ccs;16-04-01;3;3;84;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,004725;SEK
ccs;16-04-01;3;3;120;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,0052;SEK
ccs;16-04-01;3;3;180;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,005325;SEK
ccs;16-04-01;3;3;240;EUR;ModifiedFollowing;ModifiedFollowing;Forward;0,005225;SEK
ccs;16-04-01;12;12;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,0019;SEK
ccs;16-04-01;12;12;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001612;SEK
ccs;16-04-01;12;12;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001362;SEK
ccs;16-04-01;12;12;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,0011;SEK
ccs;16-04-01;12;12;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00079;SEK
ccs;16-04-01;12;12;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,000075;SEK
ccs;16-04-01;12;12;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,000487;SEK
ccs;16-04-01;12;12;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00115;SEK
ccs;16-04-01;12;12;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,001675;SEK
ccs;16-04-01;12;12;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00226;SEK
ts;16-04-01;3;6;12;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;60;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;72;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;84;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;96;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;108;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;120;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;144;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;180;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;240;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;300;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
ts;16-04-01;3;6;360;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,001;-
fra;16-04-01;1;4;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00257;-
fra;16-04-01;2;5;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00262;-
fra;16-04-01;3;6;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00267;-
fra;16-04-01;4;7;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00271;-
fra;16-04-01;5;8;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00274;-
fra;16-04-01;6;9;3;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0028;-
fra;16-04-01;1;7;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,0014;-
fra;16-04-01;2;8;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00142;-
fra;16-04-01;3;9;6;EUR;ModifiedFollowing;ModifiedFollowing;Forward;-0,00146;-
