type;date;period1;period2;maturity;calendarCountry;businessDayConvention,;terminationDateBusinessDayConvention;dateGeneration;price;currency2
irs;14-10-06;6;3;300;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0205;-
irs;14-10-06;6;3;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,02094;-
irs;14-10-06;6;6;18;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,00751;-
irs;14-10-06;6;6;24;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,007815;-
irs;14-10-06;6;6;36;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,008493;-
irs;14-10-06;6;6;48;GBP;ModifiedFollowing;ModifiedFollowing;Forward;0,009248;-
irs;14-10-06;12;3;12;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00435;-
irs;14-10-06;12;3;24;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,003075;-
irs;14-10-06;12;3;36;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,001375;-
irs;14-10-06;12;3;48;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0006;-
irs;14-10-06;12;3;60;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00265;-
irs;14-10-06;12;3;72;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00483;-
irs;14-10-06;12;3;84;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,0067;-
irs;14-10-06;12;3;96;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00843;-
irs;14-10-06;12;3;108;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,00993;-
irs;14-10-06;12;3;120;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01117;-
irs;14-10-06;12;3;144;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01328;-
irs;14-10-06;12;3;180;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01568;-
irs;14-10-06;12;3;240;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01805;-
irs;14-10-06;12;3;300;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,019575;-
irs;14-10-06;12;3;360;SEK;ModifiedFollowing;ModifiedFollowing;Forward;0,01998;-
ccs;14-10-06;3;3;12;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,002162;SEK
ccs;14-10-06;3;3;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001887;SEK
ccs;14-10-06;3;3;36;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001638;SEK
ccs;14-10-06;3;3;48;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,00135;SEK
ccs;14-10-06;3;3;60;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,001075;SEK
ccs;14-10-06;3;3;84;USD;ModifiedFollowing;ModifiedFollowing;Forward;-0,000375;SEK
ccs;14-10-06;3;3;120;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,000187;SEK
ccs;14-10-06;3;3;180;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,0009;SEK
ccs;14-10-06;3;3;240;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,001375;SEK
ccs;14-10-06;3;3;360;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00216;SEK
ts;14-10-06;3;6;24;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00216;-
fra;14-10-06;1;4;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,006511;-
fra;14-10-06;2;5;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,006853;-
fra;14-10-06;3;6;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007103;-
fra;14-10-06;4;7;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007471;-
fra;14-10-06;5;8;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,007757;-
fra;14-10-06;6;9;3;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,008064;-
fra;14-10-06;1;7;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009264;-
fra;14-10-06;2;8;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,009509;-
fra;14-10-06;3;9;6;USD;ModifiedFollowing;ModifiedFollowing;Forward;0,00977;-
fra;14-10-06;1;4;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0043;-
fra;14-10-06;2;5;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0044;-
fra;14-10-06;3;6;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,0043;-
fra;14-10-06;4;7;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00365;-
fra;14-10-06;5;8;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00295;-
fra;14-10-06;6;9;3;SEK;ModifiedFollowing;ModifiedFollowing;Forward;-0,00215;-
